Clint,predict
3.8712010109078903,2.195155986329387
0.0,1.032158884006778
4.511189122517197,3.4063312601136224
0.0,3.3627967167233965
2.348514024882445,2.6998495119715984
0.30321087406940794,-0.17396230161127926
3.3105430133940246,3.4226594802545933
0.0,0.44573471949581833
0.3073376301102222,2.684561262389213
3.126760535960395,2.3365809168184843
1.2278846243722488,2.126799730316349
1.0935997468445655,1.9144308816564704
2.233877894984255,2.1368575126151654
1.4235901458635876,4.191753025647671
2.67827804276854,4.2070285499297295
0.0,2.032103946873413
0.0,1.3727292318698616
2.030776369698555,2.0119503907994427
2.647592232065096,2.4339742795060437
0.0,1.5084749899203909
0.0,2.77751921242666
3.648057459593681,1.6120266602675162
1.358409157630355,1.4906350409855333
4.370712874773608,2.626228854540787
0.0,2.0448644723068403
0.0,2.140621988416167
0.0,1.4040923021345377
0.0,0.7773615787495652
3.7839623353606284,2.39886462263068
4.406719247264253,1.240906093751206
0.37569294977449424,2.1958062676185466
4.436751534363128,3.164310064172121
2.8803214220426634,2.464875734890752
4.890349128221754,2.4077780500233033
3.826465117066499,3.0777510959525927
2.983659692319722,2.530599697982582
0.0,1.7607094381342652
2.4832385926873033,2.006763078882199
3.879499813722586,2.462636819731818
0.0,2.0198847077654776
2.6892071133007303,1.640310761127052
4.999237249143887,1.6388929044761553
3.292869504776527,2.9345833525926612
2.815408719422709,2.5557295841828713
0.0,-0.34362820064666744
0.0,2.6596501038148292
0.0,1.0781061627814152
0.0,0.030458559605945457
2.3978952727983707,2.709232300079171
1.8870696490323797,2.8119033427587583
2.3978952727983707,2.7749348699124803
2.70805020110221,2.511761458458325
1.8245492920510458,2.6687643696430436
1.3083328196501787,1.3226693757816617
0.7884573603642702,2.5852496989958813
2.5649493574615367,2.8905523380650506
1.4816045409242153,1.5089491456760433
0.3364722366212129,1.253171623444388
2.089391872533004,1.8586949883486235
1.9286186519452522,1.206015533351033
2.9444389791664403,2.286057048329965
3.526360524616161,2.2993909499766647
3.828641396489095,2.2547828707429334
1.9459101490553132,2.750876122035345
2.3978952727983707,1.7861275800506515
4.61512051684126,2.316929733470456
2.70805020110221,2.8126270250556
3.1780538303479453,1.1909310729985176
3.295836866004329,1.3361386451158948
1.410986973710262,1.7367943570535718
3.4339872044851463,1.7475404121178857
2.197224577336219,1.7470858053743294
1.722766597741103,1.7694024780792006
3.1871787381249455,1.8443567100993246
2.150598735996164,1.5774477775130265
3.3428618046491922,1.7674728430455988
1.33500106673234,2.7430891603586005
2.5649493574615367,2.458007945631811
1.6094379124341005,2.165634764968522
2.4849066497880004,2.2357183421824316
2.3025850929940455,2.2621814341227484
1.3862943611198906,2.2108390890711855
3.526360524616161,1.9768706107161504
2.3025850929940455,2.40651769201703
2.197224577336219,2.2897451723290065
2.8903717578961645,2.746509315352211
0.3364722366212129,1.8598197942427206
4.3694478524670215,2.898951773979259
2.5726122302071057,3.6629765925001676
1.9315214116032136,1.1382228790452193
2.186051276738094,1.4502678064041654
3.310907910314694,2.076598973801343
3.0204248861443626,1.8779503964140263
2.0781907597781832,2.7160810935999433
2.5494451709255714,1.3049869254914277
0.7884573603642702,3.748858353432743
1.0986122886681096,0.8203480121025298
2.5095992623783716,1.8427863342691497
2.1294214739848565,2.717254034325711
3.4404180948154366,2.4880610476614042
3.234749174024491,1.518893322395131
0.262364264467491,1.9527629903087744
1.9459101490553132,2.757751472704625
0.7884573603642702,2.2554554674138254
0.18232155679395465,1.6548583613454935
2.70805020110221,0.9559012308263766
1.3862943611198906,1.1818559974068166
1.8405496333974867,2.2734787344432448
1.4586150226995167,2.8692291609088763
1.5871923034867808,0.9642955950629188
1.7404661748405046,1.7399336333167823
2.3025850929940455,2.2527027452011197
2.6878474937846906,2.4034156695315874
2.1400661634962708,1.802161827311611
1.6292405397302803,2.396210198752382
0.40546510810816433,1.8231213190729403
1.3862943611198906,2.307127194876744
3.2580965380214817,2.7501548372588545
2.0668627594729756,2.5246501590182313
0.40546510810816433,3.1663162354323258
1.9740810260220099,1.9168584632245964
1.3609765531356006,2.7520545955003852
2.4849066497880004,2.66515776133595
1.5260563034950492,2.8516545990344557
4.04305126783455,2.4423556418052956
1.0296194171811581,2.134691998463913
3.828641396489095,3.0713559870521645
2.0794415416798357,2.797669080007782
4.48863636973214,3.27485640793217
1.547562508716013,3.0807535291311305
3.970291913552121,3.164398956849766
3.1354942159291497,3.2245490539738473
5.036952602413629,3.6384101235824597
2.772588722239781,1.953444070513218
3.5779478934066544,2.3546161714496607
1.6094379124341005,3.154549943246165
4.219507705176107,1.1334117011861837
